id_1636,id_1808,address,id_frick,confidence,mention_1636,mention_1639,mention_1645,material,jurisdiction,note_id,floors,rooms,heated_rooms,chambers,hallways,kitchens,basements,stables,baths,breweries,bakeries,warehouses,stores,inns,other_rooms,owner_profession_raw,renter_profession_raw,guest_profession_raw,title_lt,occupant_profession,occupant_title,occupant_title_region,occupant_title_rank,guest,guest_region,guest_group,source_lt
33,77,,1.33,,1,,,2,1,,2,11,0,7,11,7,0,8,0,1,0,0,2+,0,,Švč. Trejybės vienuolynas,?,—,Mūrnamis prie Paraskevės cerkvės,unitų dvasininkas,,,unitų,—,,,"Mūrnamis Pilies gatvėje, prie Šv. Paraskevės cerkvės, priklauso miesto jurisdikai. Činšą nuo jos moka unitų Švč. Trejybės vienuolynui. Namo apačioje trys mūriniai kambariai su priemenėmis ir virtuvėlėmis, keturi mediniai kambariai su kamaromis ir priemenėmis. Dar yra alkoholio darykla ir arklidė aštuoniems arkliams laikyti. Antrame aukšte du mūriniai kambariai su kamara, priemenėmis ir virtuvėlėmis, taip pat du mediniai kambariai su priemenėmis, kamaromis ir virtuvėlėmis. Iš gatvės pusės yra krautuvės. Buvo užrašyta pagal prievolę, bet niekas neapsistojo. Anksčiau buvo apsistojęs bajoras Osinskis, bet, kaip teigė šeimininkas, nuomojosi, o ne pagal prievolę."
c_paraskeves,,Šv. Paraskevės cerkvė,,1,,,,2,,,,,,,,,,,,,,,,,,,,,Šv. Paraskevės cerkvė,unitų dvasininkas,,,unitų,—,,,
34,76,Didžioji 4,1.34,2,1,,,2,3,,?,?,?,?,?,?,?,?,?,?,?,?,?,0,,Trakų kaštelionas,?,LDK arklidinkas,Trakų kašteliono Chodkevičiaus mūrnamis,bajoras,kaštelionas,Trakų,senatas,arklidinkas,LDK,rūmų,"Trakų kašteliono [Kristupo Chodkevičiaus] mūrnamis, priklauso pilies jurisdikai, nuo seno bajoriškas. Jame apsistojęs LDK arklidininkas [Jonas Kazimieras Chodkevičius], Trakų kašteliono sūnus."
35,75d,,1.35,2,1,,,2,1,,2,2,0,0,1,1,0,0,0,0,0,1,1,0,,?,auksakalys; Karūno žemės iždininko tarnas,Mstislavlio vaivados tarnai,Jono Kliučatos mūrnamis,auksakalys,,,,vaivada,Mstislavlio,senatas,"Jono Kliučatos (Kliuczata) mūrnamis, priklauso miesto jurisdikai. Namo apačioje, prie vartų, auksakalio prekyvietė, priešais sandėliukas. Antrame aukšte vienas kambarys, iš jo langai išeina į gatvę. Už kambario priemenė, virtuvėlė ir priešais nedidelis kambarėlis, kuriame apsistojęs Karūnos žemės iždininko [Jono Mikalojaus Danilovičiaus (Daniłowicz)] tarnas, anksčiau pagal prievolę apsistodavo Mstislavlio vaivados tarnai."
36,75d,Didžioji 6,1.36,2,1,,,2,1,,2,3,1,0,0,0,2,10,0,1,0,1,2,2,galerija,?,pirkliai?,Karūnos maršalas (anksčiau: Smolensko vaivados sūnus),Jono Kliučatos mūrnamis,pirklys,,,,maršalas,Karūnos,ministrai,"[Jono] Kliučatos mūrnamis, kurį nuomoja Andriejus Trifebrugas (Tryfebrug). Namas priklauso miesto jurisdikai. Jame, abiejose [vartų] pusėse, prekyvietės ir vienas sandėlis, arklidės keturiems arkliams ir kieme pašiūrė dar šešiems arkliams laikyti, alkoholio darykla, smuklės patalpa. Antrame aukšte vienas šeimininkų kambarys, šalia jo šildomas kambarys su kambariu, kurio langai išeina į gatvę. Gale nedidelis kambarėlis, į kurį patenkama per galeriją. Du rūsiai, kurių viename smuklės patalpa. Anksčiau buvo apsistojęs Smolensko vaivados sūnus [Mikalojus] Abramovičius (Abramowicz), o dabar pagal prievolę užrašyta Karūnos maršalui [Lukui Opalinskiui (Opoliński, Opaliński)]"
37,74,Didžioji 8,1.37,2,1,,,2,1,,2,7,1,3,6,5,4,4,0,0,0,2,0,2,vaistinė; galerija malkoms,tarėjas / vaistininkas,?,Karūnos maršalas (anksčiau: LDK taurininkas),Vaistininko Jeronimo Jablko mūrnamis,vaistininkas,tarėjas,Vilniaus miesto,taryba,maršalas,Karūnos,ministrai,"Jeronimo Jablko (Jabłka) mūrnamis, priklauso miesto jurisdikai. Jame, dešinėje vartų pusėje, vaistinė, priešais ją kambarėlis su priemene ir virtuvėlė, šalia sandėlis, virtuvė su kambariu ir kamarėlė. Gale smuklės patalpa su priemene ir kamara, šalia jos kambarėlis su priemenėle. Prie šios priemenės, kampe, dar pora kambarėlių su priemene, šalia jų arklidė keturiems arkliams laikyti. Kiemas gana erdvus, jame galerija malkoms sukrauti. Kairėje vartų pusėje sandėlis, smuklės patalpa, priemenė ir virtuvė. Viršuje erdvus kambarys, virtuvė, langai išeina į gatvės pusę. šalia kambario šildomas kambarys su krosnimi, į jį išmuštas įėjimas iš kito mūrnamio. Dešinėje pusėje, einant už virtuvės, erdvi pertverta priemenė ir virtuvėlė, šeimininkų kambarys su kamara. Keturi rūsiai, iš kurių trijuose laikomas vynas, o ketvirtas skirtas svečiui apgyvendinti. Anksčiau buvo apsistojęs LDK taurininkas, dabar pagal prievolę apsigyveno Karūnos maršalas [Lukas Opalinskis]."
38,73,Didžioji 10,1.38,2,1,,,2,3?,,?,?,?,?,?,?,?,?,?,?,?,?,?,0,,Vilniaus kaštelionas,?,Vilniaus kaštelionas,Vilniaus kašteliono Radvilos mūrnamis,bajoras,kaštelionas,Vilniaus,senatas,kaštelionas,Vilniaus,senatas,"Kunigaikščio Vilniaus kašteliono [Alberto Vladislovo Radvilos] mūrnamis, kuriame pats apsistojo."
c_nikolajaus,,Šv. Mikalojaus cerkvė (Didžioji 12),,1,,,,2,,,,,,,,,,,,,,,,,,,,,Šv. Mikalojaus cerkvė,unitų dvasininkas,,,unitų,—,,,"Šalia šio mūrnamio unitų Šv. Mikalojaus cerkvė, kurioje tik vienas kambarys dvasininkui."
39,70d?,Didžioji 16,1.39,2,1,0,0,2,1,,2,27,0,2,3,0,0,2,1,0,0,2,2,1,,(18 savininkų),?,iždo tribunolo pareigūnai,18 šeimininkų mūrnamis,,,,,iždo tribunolo pareigūnas,,tribunolas,"Mūrnamis, kuris turi 18 įvairių šeimininkų, ir kiekvienas iš jų turi savo gyvenamuosius kambarius. Namas priklauso miesto jurisdikai. Kaip mums aiškino, namas pastatytas cerkvės žemėje, kurioje prieš gaisrą buvusi cerkvės mokykla. Tik po gaisro sumūrytas namas, visi 18 savininkų kasmet moka činšą unitų Šv. Mikalojaus cerkvei. Name nemažai kambarių. Už vartų didelis smuklės kambarys su sandėliu, iš kitos pusės dvi krautuvės, sandėlis su priemene ir atskiru kambarėliu, arklidė dviem arkliams laikyti. Atskiro savininko kambarys su priemene, kamara, priešais ją kambarys su priemene. Taip pat dar kitas savininkas turi kambarį su kamara, pirtimi. Toliau dar du kambariai, viršuje kambarėlis. Visi kiti gyventojai, kurie gyvena name, turi iš viso 20 kambarių ir kambarėlių. Pagal prievolę niekas anksčiau neapsistodavo, dabar paskirtas Iždo tribunolo pareigūnams."
40,70d?,Didžioji 16,1.40,2,1,,1,2,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,[ankštas],Švč. Trejybės vienuolynas,?,tribunolo deputatas,Sapiegų mūrnamis,unitų dvasininkas,,,unitų,tribunolo deputatas,,tribunolas,"Vadinamasis Sapiegų mūrnamis, dabar priklauso Švč. Trejybės cerkvės unitams. Namą jie nuomoja, o gautas lėšas panaudoja būsimiems vienuoliams lavinti. Parodė atleidimo nuo svečių prievolės privilegiją, kurią skyrė velionis valdovas, taip pat ir dabartinis valdovas [Vladislovas Vaza] patvirtino visiems namams, nuo kurių gauna činšą. Dėl patalpų ankštumo pagal prievolę paskirta Tribunolo deputatui."
41,69d?,Didžioji 18,1.41,3,1,,1,1,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Švč. Trejybės vienuolynas,?,—,Trejybės cerkvės špitolės namas,unitų dvasininkas,,,unitų,—,,,"Švč. Trejybės cerkvei priklausantis špitolės [medinis] namas, kuris taip pat ginamas pagal unitų turimą privilegiją. Jame niekuomet nebūdavo apgyvendinami svečiai ir dabar jis paliktas laisvas."
42,69d?,Didžioji 18,1.42,3,1,,,2,1,,2,2,0,0,1,1,1,0,0,1,0,3,0,1,,Švč. Trejybės katalikų špitolė,?,Eišiškių seniūnas,Jarmalų mūrnamis,katalikų dvasininkas,,,katalikų,seniūnas,Eišiškių,žemietija,"Mūrnamis, vadinamas Jarmalų (Jarmolyńska), dabar Švč. Trejybės katalikų špitolės nuosavybė, priklauso miesto jurisdikai. Kaip aiškinama, buvo funduotas vargšams ir už jį kasmet moka po 300 lietuviškų kapų grašių činšo. Buvo parodytas fundacijos originalas, pagal kurį 1569 Žygimantas Augustas minimą mūrnamį atleido nuo svečių prievolės, tiek lankantis valdovo dvarui, tiek ir per įvairius suvažiavimus. Išskyrus tik krikščionių pasiuntinius iš pačios Romos, tačiau ir juos apgyvendinti [teisę] valdovas Žygimantas Augustas pasilieka tik pats sau. Suteikęs visas šias privilegijas, valdovas dar atleido ir nuo kapščiznos mokesčio valstybės iždui, tiek nuo pilstomo alaus, tiek ir nuo midaus, su ta sąlyga, kad [mokestį atitinkančios] pajamos atitektų vargšams prie Švč. Trejybės špitolės. Anksčiau niekas pagal prievolę nebūdavo apgyvendinamas, dabar dėl namų skirstytojo klaidos, kadangi nežinojo atleidimo privilegijos, apgyvendintas Eišiškių seniūnas [Adomas Kšickis (Krzycki)]."
43,169,Pilies 1,2.01,3,1,,,2,2,išeina į galinę gatvę (žr. 495),?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Žemaičių vyskupas,?,—,Žemaičių vyskupo Tiškevičiaus mūrnamis,katalikų dvasininkas,vyskupas,Žemaičių,senatas,—,,,"Pirmas Žemaičių vyskupo [Jurgio Tiškevičiaus] mūrnamis Pilies gatvės kairėje pusėje, už Pilies vartų."
44,170,Pilies 3,2.02,2,1,,,2,2,išeina į gatvę už 495,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,kanauninkai,kanauninkas,—,Kanauninko Adomo Zablockio mūrnamis,katalikų dvasininkas,kanauninkas,Vilniaus,katalikų,—,,,"Kanauninkų mūrnamis, kuriame gyvena Vilniaus kanauninkas [Adomas] Zablockis (Zabłocki)."
45,171,Pilies 5,2.03,2,1,,,2,2,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,kanauninkai,kanauninkas,LDK didysis maršalas,Kanauninko Luko Garnickio mūrnamis,katalikų dvasininkas,kanauninkas,Vilniaus,katalikų,didysis maršalas,LDK,ministrai,"Kanauninkų mūrnamis, kuriame gyvena Vilniaus kanauninkas [Lukas] Garnickis. Jo leidimu, name turi apsistoti LDK didysis maršalas [Kristupas Veselovskis]."
46,172d,Pilies 7,2.04,2,1,,,2,2,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,kanauninkai,oficiolas,—,Oficiolo Tomo Karlovskio mūrnamis,katalikų dvasininkas,oficiolas,Vilniaus,katalikų,—,,,"Kanauninkų mūrnamis, kuriame šiuo metu gyvena Vilniaus oficiolas [Tomas] Karlovskis (Karłowski)."
47,172d,Pilies 7,2.05,2,1,,,2,1,,1,7,0,0,5,2,2,6,0,1,1,4,0,0,sodelis,barzdaskutys,? (anksčiau: LDK didysis maršalas),—,Mejerių mūrnamis,barzdaskutys,,,,—,,,"Vadinamasis Mejerių mūrnamis, priklauso miesto jurisdikai. Dabar jo šeimininkas [barzdaskutys] Andriejus Hofmanas (Ofman, Ossman). Namo dešinėje pusėje du kambariai su priemenėmis, trys sandėliai. Kitoje, kairėje, pusėje vienas kambarys su priemene, prie jo nedidelis sandėliukas. Du rūsiai – vienas sausas, kitas pilnas vandens. Taip pat yra alkoholio darykla, kepykla, arklidė šešiems arkliams laikyti. Viršuje keturi kambariai, dvi priemenės su virtuvėlėmis. Kiemas nelabai didelis, su sodeliu. Miesto nurodymu, apsistojo LDK žemės iždininkas [Mikalojus Tryzna]. Šeimininkas parodė 1567 Žygimanto Augusto suteiktą privilegiją, pagal kurią atleidžia nuo svečių prievolės, išskyrus per ypatingus suvažiavimus. Taip pat parodė dabartinio valdovo [Vladislovo Vazos] privilegijos patvirtinimą, kuriame naikinama išimtis apgyvendinti svečius mieste lankantis valdovui. Anksčiau buvo apsistojęs LDK didysis maršalas nuomos sąlygomis."
48,173,Pilies 9,2.06,2,1,,,2,2,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,kanauninkai,arkidiakonas,—,Arkidiakono Kasparo Zalivskio mūrnamis,katalikų dvasininkas,arkidiakonas,Vilniaus,katalikų,—,,,"Kanauninkų mūrnamis, kuriame gyvena Vilniaus arkidiakonas [Kasparas] Zalivskis (Zaliwski)."
49,183d?,Pilies 11?,2.07,3,1,1,,2,1,,2,4,0,1,2,1,1,0,0,1,0,1,0,0,pašiūrė,?,?,Gniezno seniūno tarnai (anksčiau: valdovo kambarinis),Adomo Merdinovičiaus mūrnamis,,,,,seniūnas,Gniezno,žemietija,"Kampinis Adomo Merdinovičiaus (Merdynowicz) mūrnamis prie Skapo gatvės, priklauso miesto jurisdikai. Jame pagal prievolę apsistojo Gniezno seniūno Kristupo Gembickio (Gembicki) tarnai, prieš tai buvo apsistojęs valdovo kambarinis Valavičius. Namo apačioje, prie vartų, didelis mūrinis kambarys, priešais jį priemenė ir virtuvė, sandėlis su mediniu kambarėliu, alkoholio darykla ir pašiūrė. Viršuje du kambariai su priemene, kamara. Vienas rūsys po namu. Kiemas labai ankštas."
50,183d,Pilies 11,2.08,3,1,,1,2,1,,2,7,0,1,3,3,1,2,0,0,0,2,0,0,,siuvėjas,?,kunigas (ankčiau: valdovo dvariškis),Siuvėjo Adomo Daunoravičiaus mūrnamis,siuvėjas,,,,kunigas,,dvaro,"Siuvėjo Adomo Daunoravičiaus (Downarowicz) mūrnamis, priklauso miesto jurisdikai. Jame pagal prievolę apsistojo kunigas Slavikovskis (Słowikowski), prieš tai buvo valdovo dvariškis [Petras Kazimieras] Vėževičius (Wiarewicz, Wrążewicz). Jame kambarys su kamarėle, priemene ir virtuvėle, apačioje, prie vartelių, du mūriniai sandėliai, du mediniai kambarėliai, rūsys, arklidė dviem arkliams laikyti. Viršuje du mūriniai kambariai su priemene ir virtuvėle, taip pat du mediniai kambariai su priemene ir virtuvėle. Kiemas ankštas."
51,184d,Pilies 13,2.09,3,1,,,2,3?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,[Varėnos] miškininkas,?,—,Varėnos miškininko Chreptavičiaus mūrnamis,bajoras,miškininkas,Varėnos,žemietija,—,,,"[Varėnos] miškininko Jurgio Liutauro Chreptavičiaus (Chreptowicz) mūrnamis. Parodė 1597 velionio valdovo Zigmanto Vazos suteiktą privilegiją, pagal kurią namas atleidžiamas nuo svečių prievolės visais atvejais."
52,184d,Pilies 13,2.10,3,1,,1,2,1,,2,6,0,1,2,2,2,4,0,1,0,3,0,0,,pirklys,?,Karūnos pakancleris (anksčiau: LDK virtuvininkas),Pirklio Jurgio Štrunko mūrnamis,pirklys,,,,pakancleris,Karūnos,ministrai,"Jurgio Štrunko (Strunk) mūrnamis, priklauso miesto jurisdikai. Pagal prievolę apsistojo Karūnos pakancleris [Petras Gembickis]. Namo apačioje vienas kambarys su priemene ir virtuve, sandėlis, du rūsiai, maisto atsargų sandėliukas, taip pat kambarys su kamara, priemenė su virtuve, alkoholio darykla, arklidė keturiems arkliams laikyti, sandėlis. Viršuje trys kambariai, o mažas ketvirtas gale. Prieš tai buvo apsistojęs LDK virtuvininkas."
53,184d,Pilies 13,2.11,3,1,1,1,2,1,,3,7,0,2,3,2,2,2,0,1,0,2,1,0,galerija malkoms,pirklys (našlė),?,Karūnos pakamaris,Pirklio Engelbrechto našlės mūrnamis,pirklys,,,,pakamaris,Karūnos,rūmų,"Simono Engelbrechto (Engielbrycht) našlės mūrnamis, priklauso miesto jurisdikai. Jame apsigyveno Karūnos pakamaris [Adomas Kazanovskis], kuris ir prieš tai buvo apsistojęs. Parodyta dabartinio valdovo privilegija, atleidžianti šeimininkę ir jos vaikus nuo svečių prievolės iki jos ir jos vaikų gyvenimo pabaigos. Apačioje krautuvė, du sandėliai, galerija malkoms sukrauti, alkoholio darykla, arklidė dviem arkliams laikyti, du rūsiai. Viršuje, antrame aukšte, vienas kambarys į gatvės pusę, priemenė su virtuvėle. Iš kiemo pusės kambarėlis su virtuvėle ir kamarėle, taip pat kambarys su priemene. Namo gale, virš arklidės, du kambariai su priemene. Trečiame aukšte didelis kambarys su priemene ir kambarėlis priešais."
54,184d,Pilies 13,2.12,3,1,,1,2,1,,2,3,0,2,3,2,1,2,0,1,0,2,1,0,,pirklys,?,Karūnos pakamaris (anksčiau: LDK kancleris),Pirklio Tomo Gibelio mūrnamis,pirklys,,,,pakamaris,Karūnos,rūmų,"Tomo Gibelio (Gibel) mūrnamis, priklauso miesto jurisdikai. Apsistojo Karūnos pakamaris [Adomas Kazanovskis], kuris ir prieš tai buvo apsigyvenęs. Dar anksčiau buvo apsistojęs LDK kancleris. Apačioje krautuvė, du sandėliai, vienas rūsys, arklidė dviem arkliams laikyti, alkoholio darykla, apgriuvęs kambarėlis su priemene. Antrame aukšte kambarys su priemene, kurioje virtuvė, o priešais kamara. Gale namo, virš arklidės, kambarėlis su nedidele priemene ir virtuvėle, priešais kamara. Buvo parodyta Zigmanto Vazos privilegija, pagal kurią Vilniaus burmistras Jokūbas Gibelis atleidžiamas nuo svečių prievolės, išskyrus kai atvyksta valdovas. Kita privilegija dabartinio valdovo [Vladislovo Vazos] suteikta Jokūbo sūnui Tomui Gibeliui, pagal kurią jį priima savo tarnautoju (servitoriumi) ir atleidžia nuo svečių prievolės."
55,185?,Pilies 15?,2.13,2,1,1,,2,1,,2?,5,0,1,1,1,2,4,0,0,0,2,0,0,,burmistras,?,—,Burmistro Jokūbo Gibelio mūrnamis,,burmistras,Vilniaus miesto,taryba,—,,,"Tuomečio burmistro Jokūbo Gibelio mūrnamis. Jame niekas neapsistojo ir anksčiau nebuvo apsistojęs, ginasi dar prieš [Liublino] uniją gauta privilegija."
56,186?,Pilies 17?,2.14,2,1,,1,2,1,,3,9,1,6,7,1,2,2,0,1,0,3,2,0,menė,?,?,Karūnos pakamaris,Andriejaus Fonendo mūrnamis,,,,,pakamaris,Karūnos,rūmų,"Andriejaus Fonendo (Fonend) mūrnamis, priklauso miesto jurisdikai. Apsigyveno Karūnos pakamaris [Adomas Kazanovskis], kuris ir prieš tai buvo apsistojęs. Apačioje krautuvė, kambarys, krautuvės prieškambaris su priemene ir kamara. Prie jo papildomas kambarėlis, gale kambarys su priemene, alkoholio darykla, arklidė dviem arkliams laikyti. Kitoje pusėje krautuvė, du sandėliai, kambarys su priemene, du rūsiai su pertvaromis. Viršuje, antrame aukšte, didelis kambarys su erdvia priemene, priešais ją kambarėlis su kamara, virtuve ir maisto atsargų sandėliukas, gale kambarėlis su priemene ir dvi kamaros virš alkoholio daryklos su priemene. Trečiame aukšte menė į gatvės pusę. Kiemo pusėje du kambarėliai su kamarėlėmis ir nedidelėmis priemenėmis. Parodė dabartinio valdovo [Vladislovo Vazos] privilegiją, kurioje prisimenama buvusio velionio valdovo [Zigmanto Vazos] privilegija, suteikta savininko tėvams, pagal kurią atleidžiami nuo svečių prievolės. Taip pat dabartinius įpėdinius valdovas atleidžia nuo svečių prievolės per įvairius susirinkimus iki jų gyvenimo pabaigos, tačiau nieko neužsimena apie [prievolės vykdymą] valdovui atvykus."
57,187,Pilies 19,2.15,2,1,,1,2,1,,2,3,1,1,1,1,2,4,0,1,0,3,2,0,pašiūrė šienui,suolininkas / pirklys,?,—,Suolininko Vilhelmo Engelbrechto mūrnamis,pirklys,suolininkas,Vilniaus miesto,taryba,—,,,"Vilniaus suolininko Vilhelmo Engelbrechto (Engielbracht, Engelbrecht) mūrnamis, priklauso miesto jurisdikai. Nei anksčiau kas nors jame buvo apsistojęs, nei dabar, kadangi teigia, jog turi dar prieš [Liublino] uniją suteiktą privilegiją. Tačiau parodė tik dabartinio valdovo suteiktą servitorato raštą ir atleidimą nuo svečių prievolės per įvairius susirinkimus. Namo apačioje dvi krautuvės, trys sandėliai, du rūsiai, arklidė keturiems arkliams laikyti, alkoholio darykla, pašiūrė šienui sukrauti. Viršuje kambarys į gatvės pusę, šalia valgomasis, kambarys su kamara ir virtuvėlė. Atskirai yra kambarys su priemene tarnams."
b_jono,,Šv. Jono bažnyčia,,1,,,,2,,,,,,,,,,,,,,,,,,,,,Šv. Jono bažnyčia,katalikų dvasininkas,,,katalikų,—,,,Šv. Jono bažnyčia
58,437,Pilies 23/Šv. Jono 13,2.16,2,1,,,2,3?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,LDK kancleris,?,LDK kancleris,Kardinolo mūrnamis,bajoras,kancleris,LDK,ministrai,kancleris,LDK,ministrai,"Vadinamasis Kardinolo (Kardynalska) mūrnamis, priklauso Klecko atšakos Radviloms. Jame apsistojęs LDK kancleris [Albertas Stanislovas Radvila]."
59,189d?,,2.17,2,1,,1,2,1,,3,11,0,5,8,7,4,10,0,1,0,10,2,0,galerija malkoms; patalpa šienui virš arklidės,?,?,LDK kanclerio tarnai,Petro Braharo mūrnamis,,,,,kancleris,LDK,ministrai,"Petro Braharo (Brahara, Brakarza) mūrnamis, priklauso miesto jurisdikai. Apačioje, vienoje pusėje, krautuvė, belangis sandėlis su krosnimi, kambarys su priemenėle ir virtuvėlė. Iš kiemo pusės du sandėliai, alkoholio darykla, kambarys su priemene. Arklidė keturiems arkliams laikyti, gale kambarys. Kitoje namo pusėje krautuvė su sandėliu, keturi rūsiai, galerija malkoms sukrauti, taip pat dar šeši sandėliai. Arklidė šešiems arkliams laikyti, tamsi, viršuje patalpa šienui sukrauti. Antrame aukšte, pirmoje namo dalyje, kambarys iš gatvės pusės su kamara, priemenė, virtuvė ir šoninis kambarėlis su kamara. Antroje namo pusėje, viršuje, kambarys į kiemo pusę su kamara, priemenė su virtuve ir šoniniu kambarėliu. Gale trys kambariai su priemenėlėmis ir virtuvėlėmis, taip pat viena kamara. Trečiame aukšte kambarys iš gatvės pusės su kamara, priemene ir virtuve. Pagal prievolę apsistojo LDK kanclerio [Alberto Stanislovo Radvilos] tarnai. Prieš tai niekas neapsistodavo. Parodė Zigmanto Vazos privilegiją, kuri atleidžia nuo svečių prievolės, išskyrus atvykus valdovui."
60,189d?,,2.18,2,1,,,2,1,,2,2,0,4,2,2,3,4,0,1,1,1,2,0,,burmistras,?,Karūnos virtuvininkas (anksčiau: LDK raštininkas),Burmistro Jokūbo Gibelio mūrnamis,,burmistras,Vilniaus miesto,taryba,virtuvininkas,Karūnos,rūmų,"Vilniaus burmistro Jokūbo Gibelio (Gibel) mūrnamis, priklauso miesto jurisdikai. Apsistojo Karūnos virtuvininkas [Stanislovas Jasnogurskis (Jasnogórski)]. Namo apačioje iš gatvės pusės dvi krautuvės, vienas sandėliukas, rūsys. Viršuje kambarys su dviem kamaromis, priemenė su virtuvėle. Kiemo pusėje kambarys su dviem kamaromis, priemenė su virtuvėle, gale alkoholio darykla, kepykla, arklidė keturiems arkliams laikyti, du rūsiai. Prieš tai buvo apsistojęs LDK raštininkas [Stanislovas] Naruševičius. Parodė dabartinio valdovo privilegiją, pagal kurią atleidžiama nuo svečių prievolės, išskyrus atvykus valdovui."
